id,title,type,content,datetime,language
63,awesome god - 2,1,awesome god rich mullins from songs travisgandy cjb net travis gandy chorus gm eb bb our god is an awesome god gm gm he reigns from heaven bove eb bb with wisdom pow and love gm d gm our god is an awe some god ending gm d gm our god is an awe some god gm d gm our god is an awe some god words and music by rich mullins bmg songs inc ascap admin by bmg music publishing ccli song id,2017-10-25 12:16:10.301814,en
64,awesome god - 3,1,awesome god awesome god bb creator of all the earth awesome god bb bb he the ruler of the universe dm everlasting father dm bb never changing wer bb bb bb unmistakeably awesome gog,2018-07-29 15:20:47.288982,en
65,awesome in this place,1,awesome in this place dave billington verse amaj m as come into your presence a past the gates of praise m into your sanctuary a til we re standing face to face bsus look upon your countenance a see the fullness of your grace m amaj bsus and can only bow down and say chorus amaj esus you are awesome in this place m mighty god you are awesome in this place abba father m you are worthy of all our praise a m to you our lives we raise you are awesome in this place amaj mighty god words and music by dave billington integrity hosanna music ascap integrity music inc ccli song id,2017-07-10 07:57:13.606196,en
66,awesome is the sight,1,awesome is the sight awesome is the sight of your holiness majestic is your purity your righteousness shines em brighter than the sun a on me on me holy holy holy is the lord of hosts glory glory glory to your matchless name worthy worthy worthy a is the lamb that was slain that was slain repeat that was slain,2017-07-15 08:09:00.834357,en
67,awesome in this place - 2,1,awesome in this place verse m no as come into your presence past the gates of praise m no into your sanctuary till we re standing face to face look upon your countenance see the fulness of your grace bsus can only bow down and say chorus esus m you are awesome in this place mighty god b you are awesome in this place abba father you are worthy of our praise to you our lives we raise bsus b you are awesome in this place mighty god,2018-06-25 06:12:47.647173,en
68,be bold and be strong,1,cm bb be bold and be strong cm banish fear and doubt bb for the promise of your god is to bless your coming in cm and to bless your going out bb rejoice rejoice cm rejoice rejoice bb rejoice rejoice cm rejoice rejoice,2017-09-28 11:27:14.467189,en
69,be exalted,1,verse em as wander on the earth how hunger for your word your spirit yearns within me em you have made it my desire that your name be lifted high how it burns within me am the highest heaven can contain the greatest treasure can gain am the might and power of your name is bringing glory to your name chorus em be ex alted far above the heavens be exalted god em be ex alted far above all other names be exalted god verse how longing for the day when the heavens roll away and ev ry eye will see you for when you come to take your throne all will worship you alone and bow and fall before you no earthly kingdom can contain the might and power of your reign be exalted far above the heavens be exalted god be exalted far above all other names be exalted god dsus chorus em be exalted far above the heavens be exalted god em be exalt ed far above all other names be exalted god,2017-06-11 16:23:05.287834,en
70,chor de ingeri,1,si voi canta in chor de ingeri cu arhangeli si cu serafimi si voi da slava lui isus mireasa lui in cer sa fim,2018-12-13 22:47:55.134660,ro
71,domn peste pamant,1,domn peste pamant peste univers si peste noi esti dumnezeu si creator al nostru domn suntem ai tai copii pentru vecii azi te rugam prin duhul tau lumineaza peste noi prin lumina ta vrem mereu sa stam pe calea ta duh din duhul tau revarsa azi peste noi privind in noi gasim iubirea ta ne ai mantuit ne ai fericit sa fii vesnic preamarit,2017-02-14 16:09:54.458432,ro
72,where the love lasts forever,1,where the love lasts forever joel houston key intro bm asus verse your mercy found me bm upon the broken road and lifted me beyond my failing into your glory bm my sin and shame is dissolved and now forever yours ll stand prechorus in love never to end bm to call you more than lord asus glorious friend chorus bm so throw my life upon all you are bm cause know you gave it all for me and when all else fades bm my soul will dance with you asus bm asus where the love lasts forever bridge bm and forever will sing lord forever will sing bm how you gave your life away just to save me lord you saved me tag asus with you asus where the love lasts forever ll be with you asus where the love lasts forever will sing to you asus where the love lasts forever will dance with you where the love lasts forever hillsong publishing admin in canada by integrity hosanna music,2018-02-25 16:56:02.559704,en
73,salvation is here,1,salvation is here joel houston key intro verse sus god above all the world in motion sus god above all my hopes and fears sus and don care what the world throws at me now m gonna be all right verse sus hear the sound of the gene rations sus making loud their freedom song sus all in all that the world would know your name m we re gonna be all right chorus cause know my god saved the day and know his word never fails and know my god made way for me salvation is here bridge salvation is here salvation is here and he lives in me salvation is here salvation that died just to set me free salvation is here salvation is here and he lives in me salvation is here cause you are alive and you live in me salvation is here salvation is here and he lives in me salvation is here cause you are alive and you live in me chorus know my god saved the day and know his word never fails and know my god made way for me it gonna be alright cause know my god saved the day and know his word never fails and know my god made way for me salvation is here ending salvation is here salvation is here and he lives in me salvation is here cause you are alive and you live in me salvation is here,2017-03-05 21:07:24.235810,en
74,the zeal of god,1,the zeal of god em am the zeal of god has consumed me em b it burns in my soul em am driving force that can not be stopped em b em fire that can not be quenched am oh hallelu hallelujah em b em hallelujah hallelu am em b em hallelujah halle halle hallelujah,2017-07-10 00:53:19.469027,en
75,zephaniah 3:17,1,title zephaniah the lord your god is in your midst warrior who saves he will exalt over you with joy he will renew your in his love he will rejoice over you em with shouts of joy em with shouts of joy with shouts of joy with shouts of joy with shouts of joy,2018-07-26 21:17:40.148394,en
76,zion keeps calling me,1,zion keeps calling me em zion keeps calling me to higher place of praise d dim to stand upon the mountain and magnify his name am fmaj to tell all the people am fmaj and every nation that he reigns am dm dm zion keeps calling me to higher place of praise em it becomes my high est praise dm dm when all that am responds to who you are em it becomes my high est praise dm dm am just to know you lord dm dm just to know you lord,2017-03-22 08:29:19.783922,en
77,yahweh,1,yahweh words and music by andy park yahweh yahweh m m ancient one yet you re here today ageless one changeless one m showing love to all generations bridge m m show us your glory oh lord m m let your goodness pass before us right before our eyes chorus and we will worship and we will bow down and we will call you lord and we will kneel before the maker of the universe and we will call you lord yahweh yahweh faithful one you have shown us the way through the years through all our lives you have shown you are faithful to the end yahweh yahweh etc mercy vineyard publishing ascap admin by music services all rights reserved international copyright secured used by permission ccli,2017-01-09 02:30:12.922541,en
78,yes and amen,1,yes and amen hillsongs music australia zacbek aol com jesse garcia god says yes and know that blessed yes got heart thats at rest bb yes and future thats sealed bm yes if healed then healed am dm not afraid of circumstances bb am bb cuz ve already found the answers bb bb in christ all of god promises are yes yes and amen x bb am gm now is the time to let faith win bb god has placed his promises in the center of his will bb am gm seek his kingdom and his ways bb all the power of heaven is yours to call today bridge bb all gods promises are yes yes and amen bb celebrate god promises yes yes and amen go back to beginning,2018-12-20 20:23:46.918043,en
79,you,1,you by rita springer craig musseau mercy vineyard publishing dsus dsus in every country in every nation bm dsus from many tribes in all of creation bm em someone is kneeling someone is dancing someone is worshipping you bm em someone is kneeling someone is dancing someone is worshipping you dsus dsus from ocean to ocean from mountain to mountain bm dsus in the dance of the children in the voice of thousand bm em someone is bowing someone is shouting someone is worshipping you bm em someone is bowing someone is shouting someone is worshipping you bm it you and you alone in many tongue confessions bm it you and you alone always and forever you from the heart of the orphan raised hands of the lame in the cry of the outcast on the lips of the shamed someone is weeping someone is blessing someone is worshipping you someone is weeping someone is blessing someone is worshipping you in this part you can just palm mute and play if you don have drummer to fill in the silence lord we will bow down and lay our crowns down lord we will worship you dancing and singing choruses singing lord we will worship you with joy and laughter forever after lord we will worship you in love and freedom we come as one lord we will worship you,2018-07-22 21:59:52.444558,en
